basedir,bdf,video,duration
Sessions/3303,Part_26_Trial12_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_13,11
Sessions/179,Part_2_Trial8_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_9,11
Sessions/3879,Part_30_Trial8_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_9,9
Sessions/1512,Part_12_Trial11_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_12,11
Sessions/2661,Part_21_Trial20_taggingImages1,P21-Rec2-2009.08.31.15.13.20_C1 trigger _C_Section_21,11
Sessions/2254,Part_18_Trial3_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_4,11
Sessions/3722,Part_29_Trial11_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_12,11
Sessions/2505,Part_20_N_Trial18_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_35,17
Sessions/19,Part_1_N_Trial10_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_19,18
Sessions/3438,Part_27_Trial17_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_18,15
Sessions/2599,Part_20_Trial28_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_29,12
Sessions/2515,Part_20_Trial4_taggingImages1,P20-Rec2-2009.08.31.11.26.53_C1 trigger _C_Section_5,12
Sessions/3749,Part_29_Trial8_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_9,9
Sessions/3383,Part_27_N_Trial2_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_3,17
Sessions/2764,Part_22_S_Trial17_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_34,105
Sessions/2334,Part_18_Trial23_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_24,12
Sessions/2134,Part_17_Trial13_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_14,11
Sessions/2126,Part_17_Trial5_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_6,11
Sessions/955,Part_8_Trial4_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_5,12
Sessions/1597,Part_13_N_Trial19_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_37,20
Sessions/2268,Part_18_Trial17_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_18,11
Sessions/1005,Part_8_Trial24_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_25,11
Sessions/2977,Part_23_Trial16_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_17,15
Sessions/2637,Part_21_N_Trial19_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_37,20
Sessions/3293,Part_26_Trial2_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_3,12
Sessions/3249,Part_25_Trial28_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_29,12
Sessions/972,Part_8_Trial21_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_22,12
Sessions/186,Part_2_Trial15_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_16,12
Sessions/1264,Part_10_Trial23_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_24,11
Sessions/1513,Part_12_Trial12_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_13,11
Sessions/953,Part_8_Trial2_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_3,16
Sessions/3859,Part_30_Trial18_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_19,11
Sessions/1805,Part_14_Trial14_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_15,13
Sessions/533,Part_5_N_Trial7_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_13,21
Sessions/1545,Part_12_Trial14_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_15,12
Sessions/1403,Part_11_Trial2_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_3,17
Sessions/2137,Part_17_Trial16_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_17,11
Sessions/2261,Part_18_Trial10_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_11,11
Sessions/2317,Part_18_Trial6_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_7,12
Sessions/3001,Part_24_N_Trial6_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_11,17
Sessions/2330,Part_18_Trial19_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_20,12
Sessions/2379,Part_19_N_Trial20_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_39,22
Sessions/3341,Part_26_Trial20_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_21,11
Sessions/2184,Part_17_Trial3_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_4,12
Sessions/2188,Part_17_Trial7_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_8,11
Sessions/3377,Part_26_Trial26_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_27,12
Sessions/3458,Part_27_Trial7_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_8,11
Sessions/3405,Part_27_N_Trial13_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_25,20
Sessions/3561,Part_28_Trial10_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_11,11
Sessions/2552,Part_20_Trial11_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_12,19
Sessions/1315,Part_11_N_Trial8_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_15,24
Sessions/3233,Part_25_Trial12_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_13,12
Sessions/2596,Part_20_Trial25_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_26,12
Sessions/3857,Part_30_Trial16_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_17,11
Sessions/678,Part_6_S_Trial14_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_28,120
Sessions/3363,Part_26_Trial12_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_13,13
Sessions/542,Part_5_S_Trial11_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_22,147
Sessions/1605,Part_13_Trial4_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_5,11
Sessions/3659,Part_29_N_Trial10_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_19,17
Sessions/1698,Part_14_S_Trial4_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_8,136
Sessions/3167,Part_25_Trial6_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_7,11
Sessions/895,Part_7_Trial14_taggingVideos,P7-Rec4-2009.07.22.17.50.27_C1 trigger _C_Section_15,15
Sessions/1318,Part_11_S_Trial9_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_18,109
Sessions/2091,Part_17_N_Trial6_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_11,17
Sessions/954,Part_8_Trial3_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_4,12
Sessions/2071,Part_16_Trial20_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_21,12
Sessions/3708,Part_29_Trial27_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_28,11
Sessions/1647,Part_13_Trial16_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_17,11
Sessions/594,Part_5_Trial3_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_4,11
Sessions/3541,Part_28_N_Trial16_emotion,P28-Rec1-2009.09.02.18.36.41_C1 trigger _C_Section_31,22
Sessions/614,Part_5_Trial23_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_24,11
Sessions/2880,Part_23_S_Trial10_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_20,115
Sessions/2757,Part_22_N_Trial14_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_27,17
Sessions/673,Part_6_N_Trial12_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_23,23
Sessions/113,Part_1_Trial12_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_13,14
Sessions/3391,Part_27_N_Trial6_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_11,17
Sessions/93,Part_1_Trial22_taggingImages2,P1-Rec3-2009.07.09.18.51.48_C1 trigger _C_Section_23,10
Sessions/831,Part_7_Trial10_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_11,11
Sessions/2349,Part_19_N_Trial5_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_9,20
Sessions/3588,Part_28_Trial7_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_8,11
Sessions/2468,Part_19_Trial27_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_28,12
Sessions/3385,Part_27_N_Trial3_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_5,20
Sessions/947,Part_8_N_Trial19_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_37,21
Sessions/996,Part_8_Trial15_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_16,11
Sessions/3232,Part_25_Trial11_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_12,12
Sessions/913,Part_8_N_Trial2_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_3,18
Sessions/2578,Part_20_Trial7_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_8,11
Sessions/2389,Part_19_Trial8_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_9,11
Sessions/871,Part_7_Trial20_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_21,13
Sessions/2031,Part_16_Trial10_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_11,11
Sessions/3207,Part_25_Trial16_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_17,17
Sessions/3103,Part_24_Trial12_taggingVideos,P24-Rec4-2009.09.01.13.00.44_C1 trigger _C_Section_13,12
Sessions/3352,Part_26_Trial1_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_2,12
Sessions/580,Part_5_Trial19_taggingImages1,P5-Rec2-2009.07.22.13.04.36_C1 trigger _C_Section_20,12
Sessions/1305,Part_11_N_Trial3_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_5,21
Sessions/3235,Part_25_Trial14_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_15,12
Sessions/2407,Part_19_Trial26_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_27,11
Sessions/1640,Part_13_Trial9_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_10,13
Sessions/3344,Part_26_Trial23_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_24,11
Sessions/1225,Part_10_Trial14_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_15,11
Sessions/2013,Part_16_Trial22_taggingImages1,P16-Rec2-2009.08.27.12.51.34_C1 trigger _C_Section_23,11
Sessions/3767,Part_29_Trial26_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_27,12
Sessions/436,Part_4_Trial5_taggingImages1,P4-Rec2-2009.07.21.18.41.08_C1 trigger _C_Section_6,12
Sessions/109,Part_1_Trial8_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_9,11
Sessions/1280,Part_10_Trial9_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_10,14
Sessions/3485,Part_27_Trial4_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_5,12
Sessions/63,Part_1_Trial22_taggingImages1,P1-Rec2-2009.07.09.18.44.59_C1 trigger _C_Section_23,11
Sessions/1360,Part_11_Trial19_taggingImages1,P11-Rec2-2009.07.24.11.21.50_C1 trigger _C_Section_20,12
Sessions/3705,Part_29_Trial24_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_25,11
Sessions/853,Part_7_Trial2_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_3,11
Sessions/935,Part_8_N_Trial13_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_25,21
Sessions/1181,Part_10_N_Trial6_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_11,18
Sessions/3118,Part_24_Trial27_taggingVideos,P24-Rec4-2009.09.01.13.00.44_C1 trigger _C_Section_28,13
Sessions/128,Part_1_Trial27_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_28,14
Sessions/1122,Part_9_Trial11_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_12,12
Sessions/284,Part_3_S_Trial12_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_24,118
Sessions/3328,Part_26_Trial7_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_8,12
Sessions/32,Part_1_S_Trial16_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_32,147
Sessions/1744,Part_14_Trial13_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_14,11
Sessions/653,Part_6_N_Trial2_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_3,18
Sessions/2699,Part_21_Trial28_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_29,11
Sessions/1062,Part_9_S_Trial11_emotion,P9-Rec1-2009.07.23.14.55.41_C1 trigger _C_Section_22,119
Sessions/1386,Part_11_Trial15_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_16,11
Sessions/3888,Part_30_Trial17_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_18,10
Sessions/1259,Part_10_Trial18_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_19,11
Sessions/3714,Part_29_Trial3_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_4,11
Sessions/3712,Part_29_Trial1_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_2,11
Sessions/140,Part_2_S_Trial5_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_10,130
Sessions/1958,Part_16_S_Trial4_emotion,P16-Rec1-2009.08.27.12.02.50_C1 trigger _C_Section_8,124
Sessions/3492,Part_27_Trial11_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_12,12
Sessions/782,Part_7_S_Trial1_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_2,130
Sessions/617,Part_5_Trial26_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_27,11
Sessions/2341,Part_19_N_Trial1_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_1,20
Sessions/1712,Part_14_S_Trial11_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_22,89
Sessions/1734,Part_14_Trial3_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_4,11
Sessions/2298,Part_18_Trial17_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_18,11
Sessions/2985,Part_23_Trial24_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_25,12
Sessions/1585,Part_13_N_Trial13_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_25,20
Sessions/1554,Part_12_Trial23_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_24,12
Sessions/805,Part_7_N_Trial13_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_25,22
Sessions/2752,Part_22_S_Trial11_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_22,52
Sessions/3160,Part_25_S_Trial20_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_40,132
Sessions/2248,Part_18_S_Trial19_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_38,108
Sessions/2469,Part_19_Trial28_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_29,11
Sessions/2201,Part_17_Trial20_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_21,13
Sessions/2864,Part_23_S_Trial2_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_4,133
Sessions/2509,Part_20_N_Trial20_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_39,22
Sessions/1221,Part_10_Trial10_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_11,11
Sessions/3040,Part_24_Trial9_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_10,12
Sessions/3483,Part_27_Trial2_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_3,15
Sessions/2059,Part_16_Trial8_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_9,9
Sessions/3382,Part_27_S_Trial1_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_2,83
Sessions/2937,Part_23_Trial6_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_7,11
Sessions/639,Part_5_Trial18_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_19,14
Sessions/2716,Part_21_Trial15_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_16,9
Sessions/2965,Part_23_Trial4_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_5,12
Sessions/1206,Part_10_S_Trial18_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_36,150
Sessions/1561,Part_13_N_Trial1_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_1,20
Sessions/2929,Part_23_Trial28_taggingImages1,P23-Rec2-2009.09.01.10.51.55_C1 trigger _C_Section_29,11
Sessions/2968,Part_23_Trial7_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_8,10
Sessions/3366,Part_26_Trial15_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_16,10
Sessions/1033,Part_8_Trial22_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_23,13
Sessions/3408,Part_27_S_Trial14_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_28,112
Sessions/2741,Part_22_N_Trial6_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_11,17
Sessions/2244,Part_18_S_Trial17_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_34,114
Sessions/392,Part_4_S_Trial1_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_2,145
Sessions/1971,Part_16_N_Trial11_emotion,P16-Rec1-2009.08.27.12.02.50_C1 trigger _C_Section_21,20
Sessions/1016,Part_8_Trial5_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_6,15
Sessions/14,Part_1_S_Trial7_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_14,137
Sessions/1329,Part_11_N_Trial15_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_29,21
Sessions/3172,Part_25_Trial11_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_12,14
Sessions/3695,Part_29_Trial14_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_15,11
Sessions/2486,Part_20_S_Trial8_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_16,100
Sessions/3133,Part_25_N_Trial7_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_13,20
Sessions/3364,Part_26_Trial13_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_14,12
Sessions/2444,Part_19_Trial3_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_4,12
Sessions/1510,Part_12_Trial9_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_10,11
Sessions/2004,Part_16_Trial13_taggingImages1,P16-Rec2-2009.08.27.12.51.34_C1 trigger _C_Section_14,11
Sessions/3442,Part_27_Trial21_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_22,11
Sessions/1088,Part_9_Trial7_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_8,11
Sessions/195,Part_2_Trial24_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_25,11
Sessions/3709,Part_29_Trial28_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_29,11
Sessions/1093,Part_9_Trial12_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_13,11
Sessions/1519,Part_12_Trial18_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_19,11
Sessions/2464,Part_19_Trial23_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_24,12
Sessions/1541,Part_12_Trial10_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_11,12
Sessions/3646,Part_29_S_Trial3_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_6,99
Sessions/521,Part_5_N_Trial1_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_1,22
Sessions/1029,Part_8_Trial18_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_19,14
Sessions/2647,Part_21_Trial6_taggingImages1,P21-Rec2-2009.08.31.15.13.20_C1 trigger _C_Section_7,11
Sessions/2619,Part_21_N_Trial10_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_19,17
Sessions/1696,Part_14_S_Trial3_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_6,120
Sessions/2438,Part_19_Trial27_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_28,10
Sessions/2553,Part_20_Trial12_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_13,11
Sessions/810,Part_7_S_Trial15_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_30,154
Sessions/745,Part_6_Trial24_taggingImages2,P6-Rec3-2009.07.22.15.44.55_C1 trigger _C_Section_25,11
Sessions/764,Part_6_Trial13_taggingVideos,P6-Rec4-2009.07.22.15.52.24_C1 trigger _C_Section_14,14
Sessions/2142,Part_17_Trial21_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_22,12
Sessions/645,Part_5_Trial24_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_25,14
Sessions/252,Part_2_Trial21_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_22,15
Sessions/1662,Part_13_Trial1_taggingVideos,P13-Rec4-2009.08.26.15.33.28_C1 trigger _C_Section_2,12
Sessions/3832,Part_30_Trial21_taggingImages1,P30-Rec2-2009.09.03.15.12.12_C1 trigger _C_Section_22,14
Sessions/2263,Part_18_Trial12_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_13,11
Sessions/411,Part_4_N_Trial11_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_21,21
Sessions/2569,Part_20_Trial28_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_29,11
Sessions/3449,Part_27_Trial28_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_29,11
Sessions/3069,Part_24_Trial8_taggingImages2,P24-Rec3-2009.09.01.12.54.27_C1 trigger _C_Section_9,11
Sessions/944,Part_8_S_Trial17_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_34,139
Sessions/1113,Part_9_Trial2_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_3,11
Sessions/1506,Part_12_Trial5_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_6,11
Sessions/2712,Part_21_Trial11_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_12,12
Sessions/2786,Part_22_Trial15_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_16,11
Sessions/2693,Part_21_Trial22_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_23,11
Sessions/3482,Part_27_Trial1_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_2,12
Sessions/2046,Part_16_Trial25_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_26,11
Sessions/3379,Part_26_Trial28_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_29,12
Sessions/2840,Part_22_Trial9_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_10,12
Sessions/964,Part_8_Trial13_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_14,11
Sessions/2034,Part_16_Trial13_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_14,11
Sessions/2443,Part_19_Trial2_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_3,14
Sessions/1025,Part_8_Trial14_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_15,15
Sessions/393,Part_4_N_Trial2_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_3,18
Sessions/2588,Part_20_Trial17_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_18,9
Sessions/3319,Part_26_Trial28_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_29,11
